franquia,cidade,cadastro,referencia,clientes_ativos
FR083,CURITIBA,2017-10-01,2019-10-01,
FR083,CURITIBA,2017-10-01,2019-09-01,
FR083,CURITIBA,2017-10-01,2019-08-01,249.0
FR083,CURITIBA,2017-10-01,2019-07-01,222.0
FR083,CURITIBA,2017-10-01,2019-06-01,243.0
FR083,CURITIBA,2017-10-01,2019-05-01,189.0
FR083,CURITIBA,2017-10-01,2019-04-01,204.0
FR083,CURITIBA,2017-10-01,2019-03-01,141.0
FR083,CURITIBA,2017-10-01,2019-02-01,108.0
FR083,CURITIBA,2017-10-01,2019-01-01,48.0
FR082,CURITIBA,2017-01-01,2021-08-01,897.0
FR082,CURITIBA,2017-01-01,2021-07-01,1101.0
FR082,CURITIBA,2017-01-01,2021-06-01,1146.0
FR082,CURITIBA,2017-01-01,2021-05-01,1314.0
FR082,CURITIBA,2017-01-01,2021-04-01,1590.0
FR082,CURITIBA,2017-01-01,2021-03-01,1176.0
FR082,CURITIBA,2017-01-01,2021-02-01,1065.0
FR082,CURITIBA,2017-01-01,2021-01-01,1332.0
FR082,CURITIBA,2017-01-01,2019-12-01,
FR082,CURITIBA,2017-01-01,2019-11-01,
FR082,CURITIBA,2017-01-01,2019-10-01,
FR082,CURITIBA,2017-01-01,2019-09-01,
FR082,CURITIBA,2017-01-01,2019-08-01,648.0
FR082,CURITIBA,2017-01-01,2019-07-01,519.0
FR082,CURITIBA,2017-01-01,2019-06-01,522.0
FR082,CURITIBA,2017-01-01,2019-05-01,687.0
FR082,CURITIBA,2017-01-01,2019-04-01,588.0
FR082,CURITIBA,2017-01-01,2019-03-01,594.0
FR082,CURITIBA,2017-01-01,2019-02-01,609.0
FR082,CURITIBA,2017-01-01,2019-01-01,186.0
FR081,CURITIBA,2017-11-01,2021-08-01,699.0
FR081,CURITIBA,2017-11-01,2021-07-01,873.0
FR081,CURITIBA,2017-11-01,2021-06-01,1062.0
FR081,CURITIBA,2017-11-01,2021-05-01,858.0
FR081,CURITIBA,2017-11-01,2021-04-01,996.0
FR081,CURITIBA,2017-11-01,2021-03-01,963.0
FR081,CURITIBA,2017-11-01,2021-02-01,885.0
FR081,CURITIBA,2017-11-01,2021-01-01,984.0
FR081,CURITIBA,2017-11-01,2019-12-01,
FR081,CURITIBA,2017-11-01,2019-11-01,
FR081,CURITIBA,2017-11-01,2019-10-01,
FR081,CURITIBA,2017-11-01,2019-09-01,
FR081,CURITIBA,2017-11-01,2019-08-01,615.0
FR081,CURITIBA,2017-11-01,2019-07-01,420.0
FR081,CURITIBA,2017-11-01,2019-06-01,330.0
FR081,CURITIBA,2017-11-01,2019-05-01,330.0
FR081,CURITIBA,2017-11-01,2019-04-01,417.0
FR081,CURITIBA,2017-11-01,2019-03-01,240.0
FR081,CURITIBA,2017-11-01,2019-02-01,282.0
FR081,CURITIBA,2017-11-01,2019-01-01,114.0
FR080,CUIABA,2017-02-01,2021-08-01,1596.0
FR080,CUIABA,2017-02-01,2021-07-01,1956.0
FR080,CUIABA,2017-02-01,2021-06-01,2172.0
FR080,CUIABA,2017-02-01,2021-05-01,2376.0
FR080,CUIABA,2017-02-01,2021-04-01,2160.0
FR080,CUIABA,2017-02-01,2021-03-01,2568.0
FR080,CUIABA,2017-02-01,2021-02-01,2097.0
FR080,CUIABA,2017-02-01,2021-01-01,2247.0
FR080,CUIABA,2017-02-01,2019-12-01,
FR080,CUIABA,2017-02-01,2019-11-01,
FR080,CUIABA,2017-02-01,2019-10-01,
FR080,CUIABA,2017-02-01,2019-09-01,
FR080,CUIABA,2017-02-01,2019-08-01,360.0
FR080,CUIABA,2017-02-01,2019-07-01,561.0
FR080,CUIABA,2017-02-01,2019-06-01,522.0
FR080,CUIABA,2017-02-01,2019-05-01,537.0
FR080,CUIABA,2017-02-01,2019-04-01,348.0
FR080,CUIABA,2017-02-01,2019-03-01,426.0
FR080,CUIABA,2017-02-01,2019-02-01,456.0
FR080,CUIABA,2017-02-01,2019-01-01,39.0
FR079,CRICIUMA,2017-11-01,2021-08-01,789.0
FR079,CRICIUMA,2017-11-01,2021-07-01,981.0
FR079,CRICIUMA,2017-11-01,2021-06-01,879.0
FR079,CRICIUMA,2017-11-01,2021-05-01,966.0
FR079,CRICIUMA,2017-11-01,2021-04-01,1245.0
FR079,CRICIUMA,2017-11-01,2021-03-01,1167.0
FR079,CRICIUMA,2017-11-01,2021-02-01,1029.0
FR079,CRICIUMA,2017-11-01,2021-01-01,1053.0
FR079,CRICIUMA,2017-11-01,2019-12-01,
FR079,CRICIUMA,2017-11-01,2019-11-01,
FR079,CRICIUMA,2017-11-01,2019-10-01,
FR079,CRICIUMA,2017-11-01,2019-09-01,
FR079,CRICIUMA,2017-11-01,2019-08-01,1485.0
FR079,CRICIUMA,2017-11-01,2019-07-01,1023.0
FR079,CRICIUMA,2017-11-01,2019-06-01,1017.0
FR079,CRICIUMA,2017-11-01,2019-05-01,1068.0
FR079,CRICIUMA,2017-11-01,2019-04-01,1116.0
FR079,CRICIUMA,2017-11-01,2019-03-01,1014.0
FR079,CRICIUMA,2017-11-01,2019-02-01,843.0
FR079,CRICIUMA,2017-11-01,2019-01-01,354.0
FR078,COTIA,2016-08-01,2021-08-01,594.0
FR078,COTIA,2016-08-01,2021-07-01,606.0
FR078,COTIA,2016-08-01,2021-06-01,771.0
FR078,COTIA,2016-08-01,2021-05-01,597.0
FR078,COTIA,2016-08-01,2021-04-01,459.0
FR078,COTIA,2016-08-01,2021-03-01,519.0
FR078,COTIA,2016-08-01,2021-02-01,522.0
FR078,COTIA,2016-08-01,2021-01-01,831.0
FR078,COTIA,2016-08-01,2019-12-01,
FR078,COTIA,2016-08-01,2019-11-01,
FR078,COTIA,2016-08-01,2019-10-01,
FR078,COTIA,2016-08-01,2019-09-01,
FR078,COTIA,2016-08-01,2019-08-01,882.0
FR078,COTIA,2016-08-01,2019-07-01,582.0
FR078,COTIA,2016-08-01,2019-06-01,414.0
FR078,COTIA,2016-08-01,2019-05-01,549.0
FR078,COTIA,2016-08-01,2019-04-01,579.0
FR078,COTIA,2016-08-01,2019-03-01,255.0
FR078,COTIA,2016-08-01,2019-02-01,549.0
FR078,COTIA,2016-08-01,2019-01-01,324.0
FR077,COSMOPOLIS,2017-07-01,2021-08-01,183.0
FR077,COSMOPOLIS,2017-07-01,2021-07-01,132.0
FR077,COSMOPOLIS,2017-07-01,2021-06-01,210.0
FR077,COSMOPOLIS,2017-07-01,2021-05-01,177.0
FR077,COSMOPOLIS,2017-07-01,2021-04-01,243.0
FR076,CONTAGEM,2004-03-01,2021-08-01,1092.0
FR076,CONTAGEM,2004-03-01,2021-07-01,1170.0
FR076,CONTAGEM,2004-03-01,2021-06-01,1275.0
FR076,CONTAGEM,2004-03-01,2021-05-01,1254.0
FR076,CONTAGEM,2004-03-01,2021-04-01,1578.0
FR076,CONTAGEM,2004-03-01,2021-03-01,1380.0
FR076,CONTAGEM,2004-03-01,2021-02-01,1350.0
FR076,CONTAGEM,2004-03-01,2021-01-01,1515.0
FR076,CONTAGEM,2004-03-01,2019-12-01,
FR076,CONTAGEM,2004-03-01,2019-11-01,
FR076,CONTAGEM,2004-03-01,2019-10-01,
FR076,CONTAGEM,2004-03-01,2019-09-01,
FR076,CONTAGEM,2004-03-01,2019-08-01,639.0
FR076,CONTAGEM,2004-03-01,2019-07-01,603.0
FR076,CONTAGEM,2004-03-01,2019-06-01,582.0
FR076,CONTAGEM,2004-03-01,2019-05-01,636.0
FR076,CONTAGEM,2004-03-01,2019-04-01,651.0
FR076,CONTAGEM,2004-03-01,2019-03-01,492.0
FR076,CONTAGEM,2004-03-01,2019-02-01,477.0
FR076,CONTAGEM,2004-03-01,2019-01-01,201.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-08-01,321.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-07-01,411.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-06-01,441.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-05-01,390.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-04-01,333.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-03-01,369.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-02-01,312.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2021-01-01,363.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-12-01,
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-11-01,
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-10-01,
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-09-01,
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-08-01,558.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-07-01,402.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-06-01,375.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-05-01,369.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-04-01,435.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-03-01,477.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-02-01,456.0
FR075,CONSELHEIRO LAFAIETE,2007-02-01,2019-01-01,27.0
FR074,COLOMBO,2018-01-01,2021-08-01,564.0
FR074,COLOMBO,2018-01-01,2021-07-01,732.0
FR074,COLOMBO,2018-01-01,2021-06-01,777.0
FR074,COLOMBO,2018-01-01,2021-05-01,993.0
FR074,COLOMBO,2018-01-01,2021-04-01,1062.0
FR074,COLOMBO,2018-01-01,2021-03-01,927.0
FR074,COLOMBO,2018-01-01,2021-02-01,894.0
FR074,COLOMBO,2018-01-01,2021-01-01,1065.0
FR074,COLOMBO,2018-01-01,2019-12-01,
FR074,COLOMBO,2018-01-01,2019-11-01,
FR074,COLOMBO,2018-01-01,2019-10-01,
FR074,COLOMBO,2018-01-01,2019-09-01,
FR074,COLOMBO,2018-01-01,2019-08-01,777.0
FR074,COLOMBO,2018-01-01,2019-07-01,627.0
FR074,COLOMBO,2018-01-01,2019-06-01,564.0
FR074,COLOMBO,2018-01-01,2019-05-01,627.0
FR074,COLOMBO,2018-01-01,2019-04-01,567.0
FR074,COLOMBO,2018-01-01,2019-03-01,534.0
FR074,COLOMBO,2018-01-01,2019-02-01,504.0
FR074,COLOMBO,2018-01-01,2019-01-01,105.0
FR073,COLATINA,2006-08-01,2021-08-01,363.0
FR073,COLATINA,2006-08-01,2021-07-01,411.0
FR073,COLATINA,2006-08-01,2021-06-01,447.0
FR073,COLATINA,2006-08-01,2021-05-01,360.0
FR073,COLATINA,2006-08-01,2021-04-01,330.0
FR073,COLATINA,2006-08-01,2021-03-01,432.0
FR073,COLATINA,2006-08-01,2021-02-01,357.0
FR073,COLATINA,2006-08-01,2021-01-01,420.0
FR073,COLATINA,2006-08-01,2019-12-01,
FR073,COLATINA,2006-08-01,2019-11-01,
FR073,COLATINA,2006-08-01,2019-10-01,
FR073,COLATINA,2006-08-01,2019-09-01,
FR073,COLATINA,2006-08-01,2019-08-01,282.0
FR073,COLATINA,2006-08-01,2019-07-01,267.0
FR073,COLATINA,2006-08-01,2019-06-01,165.0
FR073,COLATINA,2006-08-01,2019-05-01,189.0
FR073,COLATINA,2006-08-01,2019-04-01,165.0
FR073,COLATINA,2006-08-01,2019-03-01,144.0
FR073,COLATINA,2006-08-01,2019-02-01,183.0
FR073,COLATINA,2006-08-01,2019-01-01,12.0
FR072,CHAPECO,2017-11-01,2021-08-01,792.0
FR072,CHAPECO,2017-11-01,2021-07-01,999.0
FR072,CHAPECO,2017-11-01,2021-06-01,870.0
FR072,CHAPECO,2017-11-01,2021-05-01,894.0
FR072,CHAPECO,2017-11-01,2021-04-01,852.0
FR072,CHAPECO,2017-11-01,2021-03-01,924.0
FR072,CHAPECO,2017-11-01,2021-02-01,753.0
FR072,CHAPECO,2017-11-01,2021-01-01,1032.0
FR072,CHAPECO,2017-11-01,2019-12-01,
FR072,CHAPECO,2017-11-01,2019-11-01,
FR072,CHAPECO,2017-11-01,2019-10-01,
FR072,CHAPECO,2017-11-01,2019-09-01,
FR072,CHAPECO,2017-11-01,2019-08-01,648.0
FR072,CHAPECO,2017-11-01,2019-07-01,654.0
FR072,CHAPECO,2017-11-01,2019-06-01,540.0
FR072,CHAPECO,2017-11-01,2019-05-01,678.0
FR072,CHAPECO,2017-11-01,2019-04-01,486.0
FR072,CHAPECO,2017-11-01,2019-03-01,465.0
FR072,CHAPECO,2017-11-01,2019-02-01,471.0
FR072,CHAPECO,2017-11-01,2019-01-01,198.0
FR071,CEILANDIA,2018-05-01,2021-08-01,1908.0
FR071,CEILANDIA,2018-05-01,2021-07-01,1869.0
FR071,CEILANDIA,2018-05-01,2021-06-01,2085.0
FR071,CEILANDIA,2018-05-01,2021-05-01,2190.0
FR071,CEILANDIA,2018-05-01,2021-04-01,1641.0
FR071,CEILANDIA,2018-05-01,2021-03-01,2013.0
FR071,CEILANDIA,2018-05-01,2021-02-01,1935.0
FR071,CEILANDIA,2018-05-01,2021-01-01,2184.0
FR071,CEILANDIA,2018-05-01,2019-12-01,
FR071,CEILANDIA,2018-05-01,2019-11-01,
FR071,CEILANDIA,2018-05-01,2019-10-01,
FR071,CEILANDIA,2018-05-01,2019-09-01,
FR071,CEILANDIA,2018-05-01,2019-08-01,1197.0
FR071,CEILANDIA,2018-05-01,2019-07-01,990.0
FR071,CEILANDIA,2018-05-01,2019-06-01,864.0
FR071,CEILANDIA,2018-05-01,2019-05-01,1170.0
FR071,CEILANDIA,2018-05-01,2019-04-01,1023.0
FR071,CEILANDIA,2018-05-01,2019-03-01,783.0
FR071,CEILANDIA,2018-05-01,2019-02-01,894.0
FR071,CEILANDIA,2018-05-01,2019-01-01,63.0
FR070,CAXIAS DO SUL,2012-08-01,2021-08-01,801.0
FR070,CAXIAS DO SUL,2012-08-01,2021-07-01,942.0
FR070,CAXIAS DO SUL,2012-08-01,2021-06-01,798.0
FR070,CAXIAS DO SUL,2012-08-01,2021-05-01,867.0
FR070,CAXIAS DO SUL,2012-08-01,2021-04-01,954.0
FR070,CAXIAS DO SUL,2012-08-01,2021-03-01,822.0
FR070,CAXIAS DO SUL,2012-08-01,2021-02-01,912.0
FR070,CAXIAS DO SUL,2012-08-01,2021-01-01,987.0
FR070,CAXIAS DO SUL,2012-08-01,2019-12-01,
FR070,CAXIAS DO SUL,2012-08-01,2019-11-01,
FR070,CAXIAS DO SUL,2012-08-01,2019-10-01,
FR070,CAXIAS DO SUL,2012-08-01,2019-09-01,
FR070,CAXIAS DO SUL,2012-08-01,2019-08-01,507.0
FR070,CAXIAS DO SUL,2012-08-01,2019-07-01,498.0
FR070,CAXIAS DO SUL,2012-08-01,2019-06-01,417.0
FR070,CAXIAS DO SUL,2012-08-01,2019-05-01,612.0
FR070,CAXIAS DO SUL,2012-08-01,2019-04-01,564.0
FR070,CAXIAS DO SUL,2012-08-01,2019-03-01,573.0
FR070,CAXIAS DO SUL,2012-08-01,2019-02-01,612.0
FR070,CAXIAS DO SUL,2012-08-01,2019-01-01,114.0
FR069,CAXIAS,2020-12-01,2021-08-01,1227.0
FR069,CAXIAS,2020-12-01,2021-07-01,2376.0
FR069,CAXIAS,2020-12-01,2021-06-01,1734.0
FR069,CAXIAS,2020-12-01,2021-05-01,1263.0
FR069,CAXIAS,2020-12-01,2021-04-01,1713.0
FR069,CAXIAS,2020-12-01,2021-03-01,1200.0
FR069,CAXIAS,2020-12-01,2021-02-01,588.0
FR069,CAXIAS,2020-12-01,2021-01-01,138.0
FR068,CAUCAIA,2012-03-01,2021-08-01,510.0
FR068,CAUCAIA,2012-03-01,2021-07-01,807.0
FR068,CAUCAIA,2012-03-01,2021-06-01,765.0
FR068,CAUCAIA,2012-03-01,2021-05-01,759.0
FR068,CAUCAIA,2012-03-01,2021-04-01,501.0
FR068,CAUCAIA,2012-03-01,2021-03-01,591.0
FR068,CAUCAIA,2012-03-01,2021-02-01,534.0
FR068,CAUCAIA,2012-03-01,2021-01-01,576.0
FR068,CAUCAIA,2012-03-01,2019-12-01,
FR068,CAUCAIA,2012-03-01,2019-11-01,
FR068,CAUCAIA,2012-03-01,2019-10-01,
FR068,CAUCAIA,2012-03-01,2019-09-01,
FR068,CAUCAIA,2012-03-01,2019-08-01,648.0
FR068,CAUCAIA,2012-03-01,2019-07-01,399.0
FR068,CAUCAIA,2012-03-01,2019-06-01,351.0
FR068,CAUCAIA,2012-03-01,2019-05-01,342.0
FR068,CAUCAIA,2012-03-01,2019-04-01,183.0
FR068,CAUCAIA,2012-03-01,2019-03-01,228.0
FR068,CAUCAIA,2012-03-01,2019-02-01,138.0
FR068,CAUCAIA,2012-03-01,2019-01-01,45.0
FR067,CATANDUVA,2018-06-01,2021-08-01,156.0
FR067,CATANDUVA,2018-06-01,2021-07-01,150.0
FR067,CATANDUVA,2018-06-01,2021-06-01,147.0
FR067,CATANDUVA,2018-06-01,2021-05-01,165.0
FR067,CATANDUVA,2018-06-01,2021-04-01,195.0
FR067,CATANDUVA,2018-06-01,2021-03-01,219.0
FR067,CATANDUVA,2018-06-01,2021-02-01,126.0
FR067,CATANDUVA,2018-06-01,2021-01-01,249.0
FR067,CATANDUVA,2018-06-01,2019-12-01,
FR067,CATANDUVA,2018-06-01,2019-11-01,
FR067,CATANDUVA,2018-06-01,2019-10-01,
FR067,CATANDUVA,2018-06-01,2019-09-01,
FR067,CATANDUVA,2018-06-01,2019-08-01,204.0
FR067,CATANDUVA,2018-06-01,2019-07-01,219.0
FR067,CATANDUVA,2018-06-01,2019-06-01,135.0
FR067,CATANDUVA,2018-06-01,2019-05-01,156.0
FR067,CATANDUVA,2018-06-01,2019-04-01,63.0
FR067,CATANDUVA,2018-06-01,2019-03-01,54.0
FR067,CATANDUVA,2018-06-01,2019-02-01,60.0
FR067,CATANDUVA,2018-06-01,2019-01-01,15.0
FR066,CATALAO,2021-03-01,2021-08-01,330.0
FR066,CATALAO,2021-03-01,2021-07-01,540.0
FR066,CATALAO,2021-03-01,2021-06-01,267.0
FR065,CASTRO,2019-08-01,2021-08-01,417.0
FR065,CASTRO,2019-08-01,2021-07-01,570.0
FR065,CASTRO,2019-08-01,2021-06-01,594.0
FR065,CASTRO,2019-08-01,2021-05-01,537.0
FR065,CASTRO,2019-08-01,2021-04-01,579.0
FR064,CASTANHAL,2018-11-01,2021-08-01,1473.0
FR064,CASTANHAL,2018-11-01,2021-07-01,2199.0
FR064,CASTANHAL,2018-11-01,2021-06-01,2592.0
FR064,CASTANHAL,2018-11-01,2021-05-01,2118.0
FR064,CASTANHAL,2018-11-01,2021-04-01,1317.0
FR064,CASTANHAL,2018-11-01,2021-03-01,1644.0
FR064,CASTANHAL,2018-11-01,2021-02-01,1491.0
FR064,CASTANHAL,2018-11-01,2021-01-01,1326.0
FR064,CASTANHAL,2018-11-01,2019-12-01,
FR064,CASTANHAL,2018-11-01,2019-11-01,
FR064,CASTANHAL,2018-11-01,2019-10-01,
FR064,CASTANHAL,2018-11-01,2019-09-01,
FR064,CASTANHAL,2018-11-01,2019-08-01,615.0
FR064,CASTANHAL,2018-11-01,2019-07-01,462.0
FR064,CASTANHAL,2018-11-01,2019-06-01,339.0
FR064,CASTANHAL,2018-11-01,2019-05-01,324.0
FR064,CASTANHAL,2018-11-01,2019-04-01,207.0
FR064,CASTANHAL,2018-11-01,2019-03-01,288.0
FR064,CASTANHAL,2018-11-01,2019-02-01,243.0
FR064,CASTANHAL,2018-11-01,2019-01-01,51.0
FR063,CASCAVEL,2018-01-01,2021-08-01,870.0
FR063,CASCAVEL,2018-01-01,2021-07-01,1245.0
FR063,CASCAVEL,2018-01-01,2021-06-01,1017.0
FR063,CASCAVEL,2018-01-01,2021-05-01,861.0
FR063,CASCAVEL,2018-01-01,2021-04-01,933.0
FR063,CASCAVEL,2018-01-01,2021-03-01,1080.0
FR063,CASCAVEL,2018-01-01,2021-02-01,1206.0
FR063,CASCAVEL,2018-01-01,2021-01-01,1344.0
FR063,CASCAVEL,2018-01-01,2019-12-01,
FR063,CASCAVEL,2018-01-01,2019-11-01,
FR063,CASCAVEL,2018-01-01,2019-10-01,
FR063,CASCAVEL,2018-01-01,2019-09-01,
FR063,CASCAVEL,2018-01-01,2019-08-01,1389.0
FR063,CASCAVEL,2018-01-01,2019-07-01,1302.0
FR063,CASCAVEL,2018-01-01,2019-06-01,1182.0
FR063,CASCAVEL,2018-01-01,2019-05-01,1383.0
FR063,CASCAVEL,2018-01-01,2019-04-01,1632.0
FR063,CASCAVEL,2018-01-01,2019-03-01,1737.0
FR063,CASCAVEL,2018-01-01,2019-02-01,1698.0
FR063,CASCAVEL,2018-01-01,2019-01-01,69.0
FR062,CARUARU,2019-04-01,2021-08-01,1809.0
FR062,CARUARU,2019-04-01,2021-07-01,1986.0
FR062,CARUARU,2019-04-01,2021-06-01,2133.0
FR062,CARUARU,2019-04-01,2021-05-01,1854.0
FR062,CARUARU,2019-04-01,2021-04-01,3129.0
FR062,CARUARU,2019-04-01,2021-03-01,2136.0
FR062,CARUARU,2019-04-01,2021-02-01,1572.0
FR062,CARUARU,2019-04-01,2021-01-01,2175.0
FR062,CARUARU,2019-04-01,2019-12-01,
FR062,CARUARU,2019-04-01,2019-11-01,
FR062,CARUARU,2019-04-01,2019-10-01,
FR062,CARUARU,2019-04-01,2019-09-01,
FR062,CARUARU,2019-04-01,2019-08-01,3513.0
FR062,CARUARU,2019-04-01,2019-07-01,2499.0
FR062,CARUARU,2019-04-01,2019-06-01,1449.0
FR062,CARUARU,2019-04-01,2019-05-01,672.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-08-01,6.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-07-01,0.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-06-01,9.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-05-01,9.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-04-01,15.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-03-01,15.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-02-01,3.0
FR061,CARTAO VIRTUAL,2020-01-01,2021-01-01,0.0
FR060,CARIRI,2012-03-01,2021-08-01,1527.0
FR060,CARIRI,2012-03-01,2021-07-01,2058.0
FR060,CARIRI,2012-03-01,2021-06-01,1812.0
FR060,CARIRI,2012-03-01,2021-05-01,1749.0
FR060,CARIRI,2012-03-01,2021-04-01,1980.0
FR060,CARIRI,2012-03-01,2021-03-01,1773.0
FR060,CARIRI,2012-03-01,2021-02-01,1746.0
FR060,CARIRI,2012-03-01,2021-01-01,1680.0
FR060,CARIRI,2012-03-01,2019-12-01,
FR060,CARIRI,2012-03-01,2019-11-01,
FR060,CARIRI,2012-03-01,2019-10-01,
FR060,CARIRI,2012-03-01,2019-09-01,
FR060,CARIRI,2012-03-01,2019-08-01,1482.0
FR060,CARIRI,2012-03-01,2019-07-01,1188.0
FR060,CARIRI,2012-03-01,2019-06-01,1176.0
FR060,CARIRI,2012-03-01,2019-05-01,1587.0
FR060,CARIRI,2012-03-01,2019-04-01,1452.0
FR060,CARIRI,2012-03-01,2019-03-01,1233.0
FR060,CARIRI,2012-03-01,2019-02-01,1401.0
FR060,CARIRI,2012-03-01,2019-01-01,171.0
FR059,CARIACICA,2005-10-01,2021-08-01,819.0
FR059,CARIACICA,2005-10-01,2021-07-01,906.0
FR059,CARIACICA,2005-10-01,2021-06-01,861.0
FR059,CARIACICA,2005-10-01,2021-05-01,936.0
FR059,CARIACICA,2005-10-01,2021-04-01,786.0
FR059,CARIACICA,2005-10-01,2021-03-01,699.0
FR059,CARIACICA,2005-10-01,2021-02-01,702.0
FR059,CARIACICA,2005-10-01,2021-01-01,981.0
FR059,CARIACICA,2005-10-01,2019-12-01,
FR059,CARIACICA,2005-10-01,2019-11-01,
FR059,CARIACICA,2005-10-01,2019-10-01,
FR059,CARIACICA,2005-10-01,2019-09-01,
FR059,CARIACICA,2005-10-01,2019-08-01,726.0
FR059,CARIACICA,2005-10-01,2019-07-01,591.0
FR059,CARIACICA,2005-10-01,2019-06-01,504.0
FR059,CARIACICA,2005-10-01,2019-05-01,774.0
FR059,CARIACICA,2005-10-01,2019-04-01,576.0
FR059,CARIACICA,2005-10-01,2019-03-01,513.0
FR059,CARIACICA,2005-10-01,2019-02-01,564.0
FR059,CARIACICA,2005-10-01,2019-01-01,141.0
FR058,CARATINGA,2021-03-01,2021-08-01,267.0
FR058,CARATINGA,2021-03-01,2021-07-01,546.0
FR058,CARATINGA,2021-03-01,2021-06-01,363.0
FR058,CARATINGA,2021-03-01,2021-05-01,423.0
FR058,CARATINGA,2021-03-01,2021-04-01,387.0
FR058,CARATINGA,2021-03-01,2021-03-01,246.0
FR058,CARATINGA,2021-03-01,2021-02-01,30.0
FR057,CARAPICUIBA,2016-09-01,2021-08-01,1074.0
FR057,CARAPICUIBA,2016-09-01,2021-07-01,1086.0
FR057,CARAPICUIBA,2016-09-01,2021-06-01,1260.0
FR057,CARAPICUIBA,2016-09-01,2021-05-01,1512.0
FR057,CARAPICUIBA,2016-09-01,2021-04-01,1341.0
FR057,CARAPICUIBA,2016-09-01,2021-03-01,1224.0
FR057,CARAPICUIBA,2016-09-01,2021-02-01,1539.0
FR057,CARAPICUIBA,2016-09-01,2021-01-01,1506.0
FR057,CARAPICUIBA,2016-09-01,2019-12-01,
FR057,CARAPICUIBA,2016-09-01,2019-11-01,
FR057,CARAPICUIBA,2016-09-01,2019-10-01,
FR057,CARAPICUIBA,2016-09-01,2019-09-01,
FR057,CARAPICUIBA,2016-09-01,2019-08-01,1059.0
FR057,CARAPICUIBA,2016-09-01,2019-07-01,903.0
FR057,CARAPICUIBA,2016-09-01,2019-06-01,684.0
FR057,CARAPICUIBA,2016-09-01,2019-05-01,993.0
FR057,CARAPICUIBA,2016-09-01,2019-04-01,918.0
FR057,CARAPICUIBA,2016-09-01,2019-03-01,957.0
FR057,CARAPICUIBA,2016-09-01,2019-02-01,888.0
FR057,CARAPICUIBA,2016-09-01,2019-01-01,156.0
FR056,CARAGUATATUBA,2015-06-01,2021-08-01,531.0
FR056,CARAGUATATUBA,2015-06-01,2021-07-01,591.0
FR056,CARAGUATATUBA,2015-06-01,2021-06-01,705.0
FR056,CARAGUATATUBA,2015-06-01,2021-05-01,528.0
FR056,CARAGUATATUBA,2015-06-01,2021-04-01,477.0
FR056,CARAGUATATUBA,2015-06-01,2021-03-01,393.0
FR056,CARAGUATATUBA,2015-06-01,2021-02-01,342.0
FR056,CARAGUATATUBA,2015-06-01,2021-01-01,399.0
FR056,CARAGUATATUBA,2015-06-01,2019-12-01,
FR056,CARAGUATATUBA,2015-06-01,2019-11-01,
FR056,CARAGUATATUBA,2015-06-01,2019-10-01,
FR056,CARAGUATATUBA,2015-06-01,2019-09-01,
FR056,CARAGUATATUBA,2015-06-01,2019-08-01,234.0
FR056,CARAGUATATUBA,2015-06-01,2019-07-01,117.0
FR056,CARAGUATATUBA,2015-06-01,2019-06-01,177.0
FR056,CARAGUATATUBA,2015-06-01,2019-05-01,198.0
FR056,CARAGUATATUBA,2015-06-01,2019-04-01,285.0
FR056,CARAGUATATUBA,2015-06-01,2019-03-01,198.0
FR056,CARAGUATATUBA,2015-06-01,2019-02-01,147.0
FR056,CARAGUATATUBA,2015-06-01,2019-01-01,171.0
FR055,CANOAS,2016-07-01,2021-08-01,792.0
FR055,CANOAS,2016-07-01,2021-07-01,891.0
FR055,CANOAS,2016-07-01,2021-06-01,723.0
FR055,CANOAS,2016-07-01,2021-05-01,870.0
FR055,CANOAS,2016-07-01,2021-04-01,1032.0
FR055,CANOAS,2016-07-01,2021-03-01,1014.0
FR055,CANOAS,2016-07-01,2021-02-01,921.0
